run_accession	experiment_accession	sample_accession	sample_alias	library_name	library_strategy	instrument_model	instrument_platform	read_count	base_count	experiment_title	sample_title
SRR24908614	SRX20670092	SAMN35724693	GSM7475160	GSM7475160	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	192827612	17547312692	Illumina NovaSeq 6000 sequencing: GSM7475160: hbca_n16,P59,replicate_1,right,nuclei Homo sapiens RNA-Seq	hbca_n16,P59,replicate_1,right,nuclei
SRR24908623	SRX20670087	SAMN35724698	GSM7475155	GSM7475155	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	173459348	15437881972	Illumina NovaSeq 6000 sequencing: GSM7475155: hbca_n11,P20,replicate_1,rm,nuclei Homo sapiens RNA-Seq	hbca_n11,P20,replicate_1,rm,nuclei
SRR24908628	SRX20670085	SAMN35724699	GSM7475154	GSM7475154	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	113701144	11142712112	Illumina HiSeq 4000 sequencing: GSM7475154: hbca_n10,P19,replicate_1,left and right breast,nuclei Homo sapiens RNA-Seq	hbca_n10,P19,replicate_1,left and right breast,nuclei
SRR24908629	SRX20670085	SAMN35724699	GSM7475154	GSM7475154	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	76114871	7459257358	Illumina HiSeq 4000 sequencing: GSM7475154: hbca_n10,P19,replicate_1,left and right breast,nuclei Homo sapiens RNA-Seq	hbca_n10,P19,replicate_1,left and right breast,nuclei
SRR24908634	SRX20670084	SAMN35724700	GSM7475153	GSM7475153	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	23309947	2284374806	Illumina HiSeq 4000 sequencing: GSM7475153: hbca_n09,P18,replicate_1,left and right breast,nuclei Homo sapiens RNA-Seq	hbca_n09,P18,replicate_1,left and right breast,nuclei
SRR24908636	SRX20670083	SAMN35724701	GSM7475152	GSM7475152	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	58262780	5709752440	Illumina HiSeq 4000 sequencing: GSM7475152: hbca_n08,P17,replicate_1,blank,nuclei Homo sapiens RNA-Seq	hbca_n08,P17,replicate_1,blank,nuclei
SRR24908638	SRX20670083	SAMN35724701	GSM7475152	GSM7475152	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	34342876	3365601848	Illumina HiSeq 4000 sequencing: GSM7475152: hbca_n08,P17,replicate_1,blank,nuclei Homo sapiens RNA-Seq	hbca_n08,P17,replicate_1,blank,nuclei
SRR24908639	SRX20670082	SAMN35724702	GSM7475151	GSM7475151	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	14100068	1381806664	Illumina HiSeq 4000 sequencing: GSM7475151: hbca_n07,P12,replicate_1,left and right breast,nuclei Homo sapiens RNA-Seq	hbca_n07,P12,replicate_1,left and right breast,nuclei
SRR24908649	SRX20670079	SAMN35724706	GSM7475147	GSM7475147	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	346926721	43712766846	Illumina HiSeq 4000 sequencing: GSM7475147: hbca_n03,P10,replicate_1,contra,nuclei Homo sapiens RNA-Seq	hbca_n03,P10,replicate_1,contra,nuclei
SRR24908654	SRX20670075	SAMN35724686	GSM7475167	GSM7475167	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	193249538	17585707958	Illumina NovaSeq 6000 sequencing: GSM7475167: hbca_n23,P41,replicate_1,left,nuclei Homo sapiens RNA-Seq	hbca_n23,P41,replicate_1,left,nuclei
SRR24908655	SRX20670075	SAMN35724686	GSM7475167	GSM7475167	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	191781636	17452128876	Illumina NovaSeq 6000 sequencing: GSM7475167: hbca_n23,P41,replicate_1,left,nuclei Homo sapiens RNA-Seq	hbca_n23,P41,replicate_1,left,nuclei
SRR24908658	SRX20670073	SAMN35724688	GSM7475165	GSM7475165	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	180756497	16448841227	Illumina NovaSeq 6000 sequencing: GSM7475165: hbca_n21,P40,replicate_1,left,nuclei Homo sapiens RNA-Seq	hbca_n21,P40,replicate_1,left,nuclei
SRR24908662	SRX20670071	SAMN35724690	GSM7475163	GSM7475163	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	196159403	17850505673	Illumina NovaSeq 6000 sequencing: GSM7475163: hbca_n19,P39,replicate_1,left,nuclei Homo sapiens RNA-Seq	hbca_n19,P39,replicate_1,left,nuclei
SRR24908663	SRX20670071	SAMN35724690	GSM7475163	GSM7475163	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	196106606	17845701146	Illumina NovaSeq 6000 sequencing: GSM7475163: hbca_n19,P39,replicate_1,left,nuclei Homo sapiens RNA-Seq	hbca_n19,P39,replicate_1,left,nuclei
SRR24908664	SRX20670070	SAMN35724691	GSM7475162	GSM7475162	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	178429015	16237040365	Illumina NovaSeq 6000 sequencing: GSM7475162: hbca_n18,P38,replicate_1,right,nuclei Homo sapiens RNA-Seq	hbca_n18,P38,replicate_1,right,nuclei
SRR24916187	SRX20677101	SAMN35724360	GSM7475121	GSM7475121	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	376273215	14298382170	Illumina NovaSeq 6000 sequencing: GSM7475121: P82, replicate_1, right, frozen tissue OCT, visium Homo sapiens RNA-Seq	P82, replicate_1, right, frozen tissue OCT, visium
SRR24916192	SRX20677099	SAMN35724362	GSM7475119	GSM7475119	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	404861379	40486137900	Illumina NovaSeq 6000 sequencing: GSM7475119: P85, replicate_1, right, frozen tissue OCT, visium Homo sapiens RNA-Seq	P85, replicate_1, right, frozen tissue OCT, visium
SRR24916203	SRX20677093	SAMN35724368	GSM7475113	GSM7475113	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	478182981	18170953278	Illumina NovaSeq 6000 sequencing: GSM7475113: P35, replicate_1, contra, frozen tissue OCT, visium Homo sapiens RNA-Seq	P35, replicate_1, contra, frozen tissue OCT, visium
SRR24975296	SRX20733006	SAMN35813562	GSM7500433	GSM7500433	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	86775356	7896557396	Illumina NovaSeq 6000 sequencing: GSM7500433: hbca_c124,P83,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c124,P83,replicate_1,right,3hr_digestion
SRR24975300	SRX20733005	SAMN35813552	GSM7500443	GSM7500443	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	107702023	9800884093	Illumina NovaSeq 6000 sequencing: GSM7500443: hbca_c134,P93,replicate_1,right,2hr_digstion Homo sapiens RNA-Seq	hbca_c134,P93,replicate_1,right,2hr_digstion
SRR24975301	SRX20733005	SAMN35813552	GSM7500443	GSM7500443	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	107790865	9808968715	Illumina NovaSeq 6000 sequencing: GSM7500443: hbca_c134,P93,replicate_1,right,2hr_digstion Homo sapiens RNA-Seq	hbca_c134,P93,replicate_1,right,2hr_digstion
SRR24975303	SRX20733004	SAMN35813553	GSM7500442	GSM7500442	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	70255451	6393246041	Illumina NovaSeq 6000 sequencing: GSM7500442: hbca_c133,P92,replicate_1,right,2hr_digstion Homo sapiens RNA-Seq	hbca_c133,P92,replicate_1,right,2hr_digstion
SRR24975304	SRX20733004	SAMN35813553	GSM7500442	GSM7500442	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	69031101	6281830191	Illumina NovaSeq 6000 sequencing: GSM7500442: hbca_c133,P92,replicate_1,right,2hr_digstion Homo sapiens RNA-Seq	hbca_c133,P92,replicate_1,right,2hr_digstion
SRR24975306	SRX20733003	SAMN35813554	GSM7500441	GSM7500441	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	53009430	4823858130	Illumina NovaSeq 6000 sequencing: GSM7500441: hbca_c132,P91,replicate_1,left,6hr_digestion Homo sapiens RNA-Seq	hbca_c132,P91,replicate_1,left,6hr_digestion
SRR24975311	SRX20733002	SAMN35813559	GSM7500436	GSM7500436	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	91488692	8325470972	Illumina NovaSeq 6000 sequencing: GSM7500436: hbca_c127,P86,replicate_1,right,2hr_digstion Homo sapiens RNA-Seq	hbca_c127,P86,replicate_1,right,2hr_digstion
SRR24975312	SRX20733002	SAMN35813559	GSM7500436	GSM7500436	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	89586840	8152402440	Illumina NovaSeq 6000 sequencing: GSM7500436: hbca_c127,P86,replicate_1,right,2hr_digstion Homo sapiens RNA-Seq	hbca_c127,P86,replicate_1,right,2hr_digstion
SRR24975313	SRX20733001	SAMN35813556	GSM7500439	GSM7500439	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	92863150	8450546650	Illumina NovaSeq 6000 sequencing: GSM7500439: hbca_c130,P89,replicate_1,right,2hr_digstion Homo sapiens RNA-Seq	hbca_c130,P89,replicate_1,right,2hr_digstion
SRR24975315	SRX20733001	SAMN35813556	GSM7500439	GSM7500439	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	87853720	7994688520	Illumina NovaSeq 6000 sequencing: GSM7500439: hbca_c130,P89,replicate_1,right,2hr_digstion Homo sapiens RNA-Seq	hbca_c130,P89,replicate_1,right,2hr_digstion
SRR24975319	SRX20733000	SAMN35813557	GSM7500438	GSM7500438	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	85020918	7736903538	Illumina NovaSeq 6000 sequencing: GSM7500438: hbca_c129,P88,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c129,P88,replicate_1,right,3hr_digestion
SRR24975320	SRX20733000	SAMN35813557	GSM7500438	GSM7500438	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	85616627	7791113057	Illumina NovaSeq 6000 sequencing: GSM7500438: hbca_c129,P88,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c129,P88,replicate_1,right,3hr_digestion
SRR24975322	SRX20732999	SAMN35813558	GSM7500437	GSM7500437	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	87458830	7958753530	Illumina NovaSeq 6000 sequencing: GSM7500437: hbca_c128,P87,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c128,P87,replicate_1,right,3hr_digestion
SRR24975324	SRX20732999	SAMN35813558	GSM7500437	GSM7500437	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	87212549	7936341959	Illumina NovaSeq 6000 sequencing: GSM7500437: hbca_c128,P87,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c128,P87,replicate_1,right,3hr_digestion
SRR24975335	SRX20732994	SAMN35813546	GSM7500449	GSM7500449	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	95553152	8695336832	Illumina NovaSeq 6000 sequencing: GSM7500449: hbca_c140,P99,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c140,P99,replicate_1,left,3hr_digestion
SRR24975338	SRX20732994	SAMN35813546	GSM7500449	GSM7500449	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	97210319	8846139029	Illumina NovaSeq 6000 sequencing: GSM7500449: hbca_c140,P99,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c140,P99,replicate_1,left,3hr_digestion
SRR24975339	SRX20732993	SAMN35813543	GSM7500452	GSM7500452	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	103218374	9392872034	Illumina NovaSeq 6000 sequencing: GSM7500452: hbca_c143,P102,replicate_1,left,2hr_digstion Homo sapiens RNA-Seq	hbca_c143,P102,replicate_1,left,2hr_digstion
SRR24975341	SRX20732993	SAMN35813543	GSM7500452	GSM7500452	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	101290489	9217434499	Illumina NovaSeq 6000 sequencing: GSM7500452: hbca_c143,P102,replicate_1,left,2hr_digstion Homo sapiens RNA-Seq	hbca_c143,P102,replicate_1,left,2hr_digstion
SRR24975342	SRX20732993	SAMN35813543	GSM7500452	GSM7500452	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	103047794	9377349254	Illumina NovaSeq 6000 sequencing: GSM7500452: hbca_c143,P102,replicate_1,left,2hr_digstion Homo sapiens RNA-Seq	hbca_c143,P102,replicate_1,left,2hr_digstion
SRR24975343	SRX20732992	SAMN35813544	GSM7500451	GSM7500451	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	111309243	10129141113	Illumina NovaSeq 6000 sequencing: GSM7500451: hbca_c142,P101,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c142,P101,replicate_1,right,3hr_digestion
SRR24975352	SRX20732990	SAMN35813547	GSM7500448	GSM7500448	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	96796877	8808515807	Illumina NovaSeq 6000 sequencing: GSM7500448: hbca_c139,P98,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c139,P98,replicate_1,left,3hr_digestion
SRR24975353	SRX20732990	SAMN35813547	GSM7500448	GSM7500448	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	95361865	8677929715	Illumina NovaSeq 6000 sequencing: GSM7500448: hbca_c139,P98,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c139,P98,replicate_1,left,3hr_digestion
SRR24975354	SRX20732990	SAMN35813547	GSM7500448	GSM7500448	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	95406544	8681995504	Illumina NovaSeq 6000 sequencing: GSM7500448: hbca_c139,P98,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c139,P98,replicate_1,left,3hr_digestion
SRR24975357	SRX20732989	SAMN35813548	GSM7500447	GSM7500447	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	111980436	10190219676	Illumina NovaSeq 6000 sequencing: GSM7500447: hbca_c138,P97,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c138,P97,replicate_1,right,3hr_digestion
SRR24975358	SRX20732989	SAMN35813548	GSM7500447	GSM7500447	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	111962643	10188600513	Illumina NovaSeq 6000 sequencing: GSM7500447: hbca_c138,P97,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c138,P97,replicate_1,right,3hr_digestion
SRR24975359	SRX20732988	SAMN35813549	GSM7500446	GSM7500446	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	101744836	9258780076	Illumina NovaSeq 6000 sequencing: GSM7500446: hbca_c137,P96,replicate_1,left,2hr_digstion Homo sapiens RNA-Seq	hbca_c137,P96,replicate_1,left,2hr_digstion
SRR24975360	SRX20732988	SAMN35813549	GSM7500446	GSM7500446	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	104760556	9533210596	Illumina NovaSeq 6000 sequencing: GSM7500446: hbca_c137,P96,replicate_1,left,2hr_digstion Homo sapiens RNA-Seq	hbca_c137,P96,replicate_1,left,2hr_digstion
SRR24975365	SRX20732987	SAMN35813550	GSM7500445	GSM7500445	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	102347526	9313624866	Illumina NovaSeq 6000 sequencing: GSM7500445: hbca_c136,P95,replicate_1,left,6hr_digestion Homo sapiens RNA-Seq	hbca_c136,P95,replicate_1,left,6hr_digestion
SRR24975366	SRX20732987	SAMN35813550	GSM7500445	GSM7500445	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	102345275	9313420025	Illumina NovaSeq 6000 sequencing: GSM7500445: hbca_c136,P95,replicate_1,left,6hr_digestion Homo sapiens RNA-Seq	hbca_c136,P95,replicate_1,left,6hr_digestion
SRR24975368	SRX20732986	SAMN35813564	GSM7500431	GSM7500431	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	104609601	9519473691	Illumina NovaSeq 6000 sequencing: GSM7500431: hbca_c122,P81,replicate_1,right,2hr_digstion Homo sapiens RNA-Seq	hbca_c122,P81,replicate_1,right,2hr_digstion
SRR24975372	SRX20732985	SAMN35813563	GSM7500432	GSM7500432	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	105078907	9562180537	Illumina NovaSeq 6000 sequencing: GSM7500432: hbca_c123,P82,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c123,P82,replicate_1,right,3hr_digestion
SRR24975373	SRX20732985	SAMN35813563	GSM7500432	GSM7500432	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	102861109	9360360919	Illumina NovaSeq 6000 sequencing: GSM7500432: hbca_c123,P82,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c123,P82,replicate_1,right,3hr_digestion
SRR24975375	SRX20733008	SAMN35813555	GSM7500440	GSM7500440	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	102800378	9354834398	Illumina NovaSeq 6000 sequencing: GSM7500440: hbca_c131,P90,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c131,P90,replicate_1,right,3hr_digestion
SRR24975376	SRX20733008	SAMN35813555	GSM7500440	GSM7500440	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	102224711	9302448701	Illumina NovaSeq 6000 sequencing: GSM7500440: hbca_c131,P90,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c131,P90,replicate_1,right,3hr_digestion
SRR24975377	SRX20733008	SAMN35813555	GSM7500440	GSM7500440	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	96930077	8820637007	Illumina NovaSeq 6000 sequencing: GSM7500440: hbca_c131,P90,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c131,P90,replicate_1,right,3hr_digestion
SRR24975380	SRX20733007	SAMN35813551	GSM7500444	GSM7500444	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	102447844	9322753804	Illumina NovaSeq 6000 sequencing: GSM7500444: hbca_c135,P94,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c135,P94,replicate_1,right,3hr_digestion
SRR24975382	SRX20732984	SAMN35813569	GSM7500426	GSM7500426	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	118824034	10812987094	Illumina NovaSeq 6000 sequencing: GSM7500426: hbca_c117,P76,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c117,P76,replicate_1,left,3hr_digestion
SRR24975383	SRX20732983	SAMN35813565	GSM7500430	GSM7500430	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	85742562	7802573142	Illumina NovaSeq 6000 sequencing: GSM7500430: hbca_c121,P80,replicate_1,right,2hr_digstion Homo sapiens RNA-Seq	hbca_c121,P80,replicate_1,right,2hr_digstion
SRR24975387	SRX20732998	SAMN35813560	GSM7500435	GSM7500435	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	98841152	8994544832	Illumina NovaSeq 6000 sequencing: GSM7500435: hbca_c126,P85,replicate_1,right,2hr_digstion Homo sapiens RNA-Seq	hbca_c126,P85,replicate_1,right,2hr_digstion
SRR24975389	SRX20732982	SAMN35813566	GSM7500429	GSM7500429	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	91057053	8286191823	Illumina NovaSeq 6000 sequencing: GSM7500429: hbca_c120,P79,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c120,P79,replicate_1,left,3hr_digestion
SRR24975394	SRX20732981	SAMN35813567	GSM7500428	GSM7500428	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	76288547	6942257777	Illumina NovaSeq 6000 sequencing: GSM7500428: hbca_c119,P78,replicate_1,right,2hr_digstion Homo sapiens RNA-Seq	hbca_c119,P78,replicate_1,right,2hr_digstion
SRR24975395	SRX20732981	SAMN35813567	GSM7500428	GSM7500428	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	74711820	6798775620	Illumina NovaSeq 6000 sequencing: GSM7500428: hbca_c119,P78,replicate_1,right,2hr_digstion Homo sapiens RNA-Seq	hbca_c119,P78,replicate_1,right,2hr_digstion
SRR24975398	SRX20733006	SAMN35813562	GSM7500433	GSM7500433	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	85301029	7762393639	Illumina NovaSeq 6000 sequencing: GSM7500433: hbca_c124,P83,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c124,P83,replicate_1,right,3hr_digestion
SRR24975407	SRX20732978	SAMN35813570	GSM7500425	GSM7500425	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	115113217	10475302747	Illumina NovaSeq 6000 sequencing: GSM7500425: hbca_c116,P75,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c116,P75,replicate_1,left,3hr_digestion
SRR24975410	SRX20732978	SAMN35813570	GSM7500425	GSM7500425	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	114915994	10457355454	Illumina NovaSeq 6000 sequencing: GSM7500425: hbca_c116,P75,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c116,P75,replicate_1,left,3hr_digestion
SRR24975411	SRX20732977	SAMN35813588	GSM7500407	GSM7500407	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	161769472	14721021952	Illumina NovaSeq 6000 sequencing: GSM7500407: hbca_c97,P61,replicate_1,right,4hr_digestion Homo sapiens RNA-Seq	hbca_c97,P61,replicate_1,right,4hr_digestion
SRR24975414	SRX20732976	SAMN35813589	GSM7500406	GSM7500406	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	139680569	12710931779	Illumina NovaSeq 6000 sequencing: GSM7500406: hbca_c96,P61,replicate_1,left,4hr_digestion Homo sapiens RNA-Seq	hbca_c96,P61,replicate_1,left,4hr_digestion
SRR24975415	SRX20732868	SAMN35813629	GSM7500366	GSM7500366	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	185854690	16912776790	Illumina NovaSeq 6000 sequencing: GSM7500366: hbca_c57,P48,replicate_1,left,2hr_digstion Homo sapiens RNA-Seq	hbca_c57,P48,replicate_1,left,2hr_digstion
SRR24975417	SRX20732975	SAMN35813590	GSM7500405	GSM7500405	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	172533549	15700552959	Illumina NovaSeq 6000 sequencing: GSM7500405: hbca_c95,P60,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c95,P60,replicate_1,right,3hr_digestion
SRR24975418	SRX20732974	SAMN35813599	GSM7500396	GSM7500396	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	197272383	17951786853	Illumina NovaSeq 6000 sequencing: GSM7500396: hbca_c87,P40,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c87,P40,replicate_1,right,3hr_digestion
SRR24975422	SRX20732913	SAMN35813591	GSM7500404	GSM7500404	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	186226482	16946609862	Illumina NovaSeq 6000 sequencing: GSM7500404: hbca_c94,P60,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c94,P60,replicate_1,left,3hr_digestion
SRR24975423	SRX20732972	SAMN35813592	GSM7500403	GSM7500403	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	207849130	18914270830	Illumina NovaSeq 6000 sequencing: GSM7500403: hbca_c93,P59,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c93,P59,replicate_1,right,3hr_digestion
SRR24975426	SRX20732971	SAMN35813593	GSM7500402	GSM7500402	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	223787954	20364703814	Illumina NovaSeq 6000 sequencing: GSM7500402: hbca_c100,P59,replicate_2,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c100,P59,replicate_2,left,3hr_digestion
SRR24975430	SRX20732969	SAMN35813595	GSM7500400	GSM7500400	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	133939819	12188523529	Illumina NovaSeq 6000 sequencing: GSM7500400: hbca_c91,P41,replicate_1,right,4hr_digestion Homo sapiens RNA-Seq	hbca_c91,P41,replicate_1,right,4hr_digestion
SRR24975431	SRX20732968	SAMN35813596	GSM7500399	GSM7500399	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	206019830	18747804530	Illumina NovaSeq 6000 sequencing: GSM7500399: hbca_c90,P41,replicate_1,left,4hr_digestion Homo sapiens RNA-Seq	hbca_c90,P41,replicate_1,left,4hr_digestion
SRR24975432	SRX20732968	SAMN35813596	GSM7500399	GSM7500399	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	204085484	18571779044	Illumina NovaSeq 6000 sequencing: GSM7500399: hbca_c90,P41,replicate_1,left,4hr_digestion Homo sapiens RNA-Seq	hbca_c90,P41,replicate_1,left,4hr_digestion
SRR24975434	SRX20732967	SAMN35813597	GSM7500398	GSM7500398	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	190712156	17354806196	Illumina NovaSeq 6000 sequencing: GSM7500398: hbca_c89,P58,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c89,P58,replicate_1,right,3hr_digestion
SRR24975435	SRX20732966	SAMN35813605	GSM7500390	GSM7500390	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	185081497	16842416227	Illumina NovaSeq 6000 sequencing: GSM7500390: hbca_c81,P57,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c81,P57,replicate_1,right,3hr_digestion
SRR24975438	SRX20732964	SAMN35813601	GSM7500394	GSM7500394	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	244135658	22216344878	Illumina NovaSeq 6000 sequencing: GSM7500394: hbca_c85,P39,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c85,P39,replicate_1,right,3hr_digestion
SRR24975439	SRX20732964	SAMN35813601	GSM7500394	GSM7500394	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	244244568	22226255688	Illumina NovaSeq 6000 sequencing: GSM7500394: hbca_c85,P39,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c85,P39,replicate_1,right,3hr_digestion
SRR24975440	SRX20732963	SAMN35813602	GSM7500393	GSM7500393	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	238241406	21679967946	Illumina NovaSeq 6000 sequencing: GSM7500393: hbca_c84,P39,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c84,P39,replicate_1,left,3hr_digestion
SRR24975443	SRX20732962	SAMN35813603	GSM7500392	GSM7500392	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	179900178	16370916198	Illumina NovaSeq 6000 sequencing: GSM7500392: hbca_c83,P38,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c83,P38,replicate_1,right,3hr_digestion
SRR24975445	SRX20732909	SAMN35813604	GSM7500391	GSM7500391	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	159826819	14544240529	Illumina NovaSeq 6000 sequencing: GSM7500391: hbca_c82,P38,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c82,P38,replicate_1,left,3hr_digestion
SRR24975454	SRX20732957	SAMN35813500	GSM7500495	GSM7500495	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	231728899	21087329809	Illumina NovaSeq 6000 sequencing: GSM7500495: hbca_c44,P35,replicate_1,contra,overnight_digestion Homo sapiens RNA-Seq	hbca_c44,P35,replicate_1,contra,overnight_digestion
SRR24975462	SRX20732953	SAMN35813504	GSM7500491	GSM7500491	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	191130774	17392900434	Illumina NovaSeq 6000 sequencing: GSM7500491: hbca_c29,P23,replicate_1,contra,short_digestion Homo sapiens RNA-Seq	hbca_c29,P23,replicate_1,contra,short_digestion
