run_accession	experiment_accession	sample_accession	sample_alias	library_name	library_strategy	instrument_model	instrument_platform	read_count	base_count	experiment_title	sample_title
SRR24975369	SRX20732986	SAMN35813564	GSM7500431	GSM7500431	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	102125102	9293384282	Illumina NovaSeq 6000 sequencing: GSM7500431: hbca_c122,P81,replicate_1,right,2hr_digstion Homo sapiens RNA-Seq	hbca_c122,P81,replicate_1,right,2hr_digstion
SRR24975370	SRX20732986	SAMN35813564	GSM7500431	GSM7500431	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	102432634	9321369694	Illumina NovaSeq 6000 sequencing: GSM7500431: hbca_c122,P81,replicate_1,right,2hr_digstion Homo sapiens RNA-Seq	hbca_c122,P81,replicate_1,right,2hr_digstion
SRR24975374	SRX20732985	SAMN35813563	GSM7500432	GSM7500432	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	102911751	9364969341	Illumina NovaSeq 6000 sequencing: GSM7500432: hbca_c123,P82,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c123,P82,replicate_1,right,3hr_digestion
SRR24975378	SRX20733008	SAMN35813555	GSM7500440	GSM7500440	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	97168127	8842299557	Illumina NovaSeq 6000 sequencing: GSM7500440: hbca_c131,P90,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c131,P90,replicate_1,right,3hr_digestion
SRR24975379	SRX20733007	SAMN35813551	GSM7500444	GSM7500444	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	103875351	9452656941	Illumina NovaSeq 6000 sequencing: GSM7500444: hbca_c135,P94,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c135,P94,replicate_1,right,3hr_digestion
SRR24975384	SRX20732983	SAMN35813565	GSM7500430	GSM7500430	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	85572762	7787121342	Illumina NovaSeq 6000 sequencing: GSM7500430: hbca_c121,P80,replicate_1,right,2hr_digstion Homo sapiens RNA-Seq	hbca_c121,P80,replicate_1,right,2hr_digstion
SRR24975386	SRX20732983	SAMN35813565	GSM7500430	GSM7500430	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	87471380	7959895580	Illumina NovaSeq 6000 sequencing: GSM7500430: hbca_c121,P80,replicate_1,right,2hr_digstion Homo sapiens RNA-Seq	hbca_c121,P80,replicate_1,right,2hr_digstion
SRR24975390	SRX20732982	SAMN35813566	GSM7500429	GSM7500429	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	90515149	8236878559	Illumina NovaSeq 6000 sequencing: GSM7500429: hbca_c120,P79,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c120,P79,replicate_1,left,3hr_digestion
SRR24975391	SRX20732982	SAMN35813566	GSM7500429	GSM7500429	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	88685109	8070344919	Illumina NovaSeq 6000 sequencing: GSM7500429: hbca_c120,P79,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c120,P79,replicate_1,left,3hr_digestion
SRR24975397	SRX20733006	SAMN35813562	GSM7500433	GSM7500433	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	84482500	7687907500	Illumina NovaSeq 6000 sequencing: GSM7500433: hbca_c124,P83,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c124,P83,replicate_1,right,3hr_digestion
SRR24975400	SRX20732980	SAMN35813568	GSM7500427	GSM7500427	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	114288980	10400297180	Illumina NovaSeq 6000 sequencing: GSM7500427: hbca_c118,P77,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c118,P77,replicate_1,left,3hr_digestion
SRR24975401	SRX20732980	SAMN35813568	GSM7500427	GSM7500427	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	111976017	10189817547	Illumina NovaSeq 6000 sequencing: GSM7500427: hbca_c118,P77,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c118,P77,replicate_1,left,3hr_digestion
SRR24975402	SRX20732980	SAMN35813568	GSM7500427	GSM7500427	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	110449586	10050912326	Illumina NovaSeq 6000 sequencing: GSM7500427: hbca_c118,P77,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c118,P77,replicate_1,left,3hr_digestion
SRR24975404	SRX20732984	SAMN35813569	GSM7500426	GSM7500426	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	118905426	10820393766	Illumina NovaSeq 6000 sequencing: GSM7500426: hbca_c117,P76,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c117,P76,replicate_1,left,3hr_digestion
SRR24975408	SRX20732978	SAMN35813570	GSM7500425	GSM7500425	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	115354430	10497253130	Illumina NovaSeq 6000 sequencing: GSM7500425: hbca_c116,P75,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c116,P75,replicate_1,left,3hr_digestion
SRR24975412	SRX20732925	SAMN35813572	GSM7500423	GSM7500423	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	199244690	18131266790	Illumina NovaSeq 6000 sequencing: GSM7500423: hbca_c114,P73,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c114,P73,replicate_1,right,3hr_digestion
SRR24975413	SRX20732976	SAMN35813589	GSM7500406	GSM7500406	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	139395066	12684951006	Illumina NovaSeq 6000 sequencing: GSM7500406: hbca_c96,P61,replicate_1,left,4hr_digestion Homo sapiens RNA-Seq	hbca_c96,P61,replicate_1,left,4hr_digestion
SRR24975419	SRX20732974	SAMN35813599	GSM7500396	GSM7500396	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	197607556	17982287596	Illumina NovaSeq 6000 sequencing: GSM7500396: hbca_c87,P40,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c87,P40,replicate_1,right,3hr_digestion
SRR24975420	SRX20732973	SAMN35813598	GSM7500397	GSM7500397	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	206672744	18807219704	Illumina NovaSeq 6000 sequencing: GSM7500397: hbca_c88,P58,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c88,P58,replicate_1,left,3hr_digestion
SRR24975421	SRX20732973	SAMN35813598	GSM7500397	GSM7500397	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	203839648	18549407968	Illumina NovaSeq 6000 sequencing: GSM7500397: hbca_c88,P58,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c88,P58,replicate_1,left,3hr_digestion
SRR24975424	SRX20732972	SAMN35813592	GSM7500403	GSM7500403	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	208415374	18965799034	Illumina NovaSeq 6000 sequencing: GSM7500403: hbca_c93,P59,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c93,P59,replicate_1,right,3hr_digestion
SRR24975425	SRX20732971	SAMN35813593	GSM7500402	GSM7500402	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	222928198	20286466018	Illumina NovaSeq 6000 sequencing: GSM7500402: hbca_c100,P59,replicate_2,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c100,P59,replicate_2,left,3hr_digestion
SRR24975436	SRX20732965	SAMN35813600	GSM7500395	GSM7500395	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	181966554	16558956414	Illumina NovaSeq 6000 sequencing: GSM7500395: hbca_c86,P40,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c86,P40,replicate_1,left,3hr_digestion
SRR24975442	SRX20732962	SAMN35813603	GSM7500392	GSM7500392	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	180655223	16439625293	Illumina NovaSeq 6000 sequencing: GSM7500392: hbca_c83,P38,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c83,P38,replicate_1,right,3hr_digestion
SRR24975448	SRX20732959	SAMN35813499	GSM7500496	GSM7500496	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	211602483	19255825953	Illumina NovaSeq 6000 sequencing: GSM7500496: hbca_c45,P36,replicate_1,contra,overnight_digestion Homo sapiens RNA-Seq	hbca_c45,P36,replicate_1,contra,overnight_digestion
SRR24975449	SRX20732959	SAMN35813499	GSM7500496	GSM7500496	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	211188184	19218124744	Illumina NovaSeq 6000 sequencing: GSM7500496: hbca_c45,P36,replicate_1,contra,overnight_digestion Homo sapiens RNA-Seq	hbca_c45,P36,replicate_1,contra,overnight_digestion
SRR24975450	SRX20732958	SAMN35813498	GSM7500497	GSM7500497	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	204714466	18629016406	Illumina NovaSeq 6000 sequencing: GSM7500497: hbca_c46,P42,replicate_1,contra,short_digestion Homo sapiens RNA-Seq	hbca_c46,P42,replicate_1,contra,short_digestion
SRR24975457	SRX20732955	SAMN35813509	GSM7500486	GSM7500486	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	197799659	17999768969	Illumina NovaSeq 6000 sequencing: GSM7500486: hbca_c41,P32,replicate_1,contra,overnight_digestion Homo sapiens RNA-Seq	hbca_c41,P32,replicate_1,contra,overnight_digestion
SRR24975460	SRX20732954	SAMN35813503	GSM7500492	GSM7500492	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	185119184	16845845744	Illumina NovaSeq 6000 sequencing: GSM7500492: hbca_c30,P23,replicate_2,contra,short_digestion Homo sapiens RNA-Seq	hbca_c30,P23,replicate_2,contra,short_digestion
SRR24975472	SRX20732948	SAMN35813516	GSM7500479	GSM7500479	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	227900385	20738935035	Illumina NovaSeq 6000 sequencing: GSM7500479: hbca_c37,P29,replicate_1,contra,overnight_digestion Homo sapiens RNA-Seq	hbca_c37,P29,replicate_1,contra,overnight_digestion
SRR24975474	SRX20732947	SAMN35813510	GSM7500485	GSM7500485	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	198530625	17669225625	Illumina NovaSeq 6000 sequencing: GSM7500485: hbca_c26,P20,replicate_1,NA,overnight_digestion Homo sapiens RNA-Seq	hbca_c26,P20,replicate_1,NA,overnight_digestion
SRR24975475	SRX20732946	SAMN35813511	GSM7500484	GSM7500484	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	189514390	16866780710	Illumina NovaSeq 6000 sequencing: GSM7500484: hbca_c25,P20,replicate_1,NA,short_digestion Homo sapiens RNA-Seq	hbca_c25,P20,replicate_1,NA,short_digestion
SRR24975477	SRX20732945	SAMN35813512	GSM7500483	GSM7500483	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	205094758	18663622978	Illumina NovaSeq 6000 sequencing: GSM7500483: hbca_c40,P37,replicate_1,contra,short_digestion Homo sapiens RNA-Seq	hbca_c40,P37,replicate_1,contra,short_digestion
SRR24975482	SRX20732943	SAMN35813514	GSM7500481	GSM7500481	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	196947637	17922234967	Illumina NovaSeq 6000 sequencing: GSM7500481: hbca_c39,P31,replicate_1,left,overnight_digestion Homo sapiens RNA-Seq	hbca_c39,P31,replicate_1,left,overnight_digestion
SRR24975488	SRX20732939	SAMN35813526	GSM7500469	GSM7500469	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	319872861	40303980486	Illumina HiSeq 4000 sequencing: GSM7500469: hbca_c07,P07,replicate_1,contra,short_digestion Homo sapiens RNA-Seq	hbca_c07,P07,replicate_1,contra,short_digestion
SRR24975490	SRX20732938	SAMN35813527	GSM7500468	GSM7500468	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	320441257	40375598382	Illumina HiSeq 4000 sequencing: GSM7500468: hbca_c06,P06,replicate_1,contra,short_digestion Homo sapiens RNA-Seq	hbca_c06,P06,replicate_1,contra,short_digestion
SRR24975491	SRX20732937	SAMN35813517	GSM7500478	GSM7500478	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	220574180	20072250380	Illumina NovaSeq 6000 sequencing: GSM7500478: hbca_c36,P28,replicate_1,contra,overnight_digestion Homo sapiens RNA-Seq	hbca_c36,P28,replicate_1,contra,overnight_digestion
SRR24975493	SRX20732936	SAMN35813518	GSM7500477	GSM7500477	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	219291490	19955525590	Illumina NovaSeq 6000 sequencing: GSM7500477: hbca_c35,P27,replicate_1,contra,short_digestion Homo sapiens RNA-Seq	hbca_c35,P27,replicate_1,contra,short_digestion
SRR24975496	SRX20732934	SAMN35813520	GSM7500475	GSM7500475	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	345309344	43508977344	Illumina HiSeq 4000 sequencing: GSM7500475: hbca_c13,P11,replicate_1,contra,overnight_digestion Homo sapiens RNA-Seq	hbca_c13,P11,replicate_1,contra,overnight_digestion
SRR24975502	SRX20732928	SAMN35813530	GSM7500465	GSM7500465	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	357352385	45026400510	Illumina HiSeq 4000 sequencing: GSM7500465: hbca_c03,P03,replicate_1,contra,short_digestion Homo sapiens RNA-Seq	hbca_c03,P03,replicate_1,contra,short_digestion
SRR24975504	SRX20732926	SAMN35813532	GSM7500463	GSM7500463	RNA-Seq	Illumina HiSeq 4000	ILLUMINA	324492736	40886084736	Illumina HiSeq 4000 sequencing: GSM7500463: hbca_c01,P01,replicate_1,contra,short_digestion Homo sapiens RNA-Seq	hbca_c01,P01,replicate_1,contra,short_digestion
SRR24975508	SRX20732923	SAMN35813574	GSM7500421	GSM7500421	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	200890573	18281042143	Illumina NovaSeq 6000 sequencing: GSM7500421: hbca_c112,P71,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c112,P71,replicate_1,left,3hr_digestion
SRR24975509	SRX20732923	SAMN35813574	GSM7500421	GSM7500421	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	200101050	18209195550	Illumina NovaSeq 6000 sequencing: GSM7500421: hbca_c112,P71,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c112,P71,replicate_1,left,3hr_digestion
SRR24975517	SRX20732919	SAMN35813578	GSM7500417	GSM7500417	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	191651809	17440314619	Illumina NovaSeq 6000 sequencing: GSM7500417: hbca_c108,P67,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c108,P67,replicate_1,left,3hr_digestion
SRR24975519	SRX20732918	SAMN35813579	GSM7500416	GSM7500416	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	195271592	17769714872	Illumina NovaSeq 6000 sequencing: GSM7500416: hbca_c107,P66,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c107,P66,replicate_1,right,3hr_digestion
SRR24975524	SRX20732916	SAMN35813581	GSM7500414	GSM7500414	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	189573897	17251224627	Illumina NovaSeq 6000 sequencing: GSM7500414: hbca_c105,P65,replicate_1,left,2hr_digstion Homo sapiens RNA-Seq	hbca_c105,P65,replicate_1,left,2hr_digstion
SRR24975527	SRX20732914	SAMN35813583	GSM7500412	GSM7500412	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	194393817	17689837347	Illumina NovaSeq 6000 sequencing: GSM7500412: hbca_c103,P64,replicate_1,left,2hr_digstion Homo sapiens RNA-Seq	hbca_c103,P64,replicate_1,left,2hr_digstion
SRR24975530	SRX20732912	SAMN35813585	GSM7500410	GSM7500410	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	168905005	15370355455	Illumina NovaSeq 6000 sequencing: GSM7500410: hbca_c101,P63,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c101,P63,replicate_1,left,3hr_digestion
SRR24975534	SRX20732910	SAMN35813587	GSM7500408	GSM7500408	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	196578077	17888605007	Illumina NovaSeq 6000 sequencing: GSM7500408: hbca_c98,P62,replicate_1,left,2hr_digstion Homo sapiens RNA-Seq	hbca_c98,P62,replicate_1,left,2hr_digstion
SRR24975535	SRX20732910	SAMN35813587	GSM7500408	GSM7500408	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	196952970	17922720270	Illumina NovaSeq 6000 sequencing: GSM7500408: hbca_c98,P62,replicate_1,left,2hr_digstion Homo sapiens RNA-Seq	hbca_c98,P62,replicate_1,left,2hr_digstion
SRR24975537	SRX20732977	SAMN35813588	GSM7500407	GSM7500407	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	161998663	14741878333	Illumina NovaSeq 6000 sequencing: GSM7500407: hbca_c97,P61,replicate_1,right,4hr_digestion Homo sapiens RNA-Seq	hbca_c97,P61,replicate_1,right,4hr_digestion
SRR24975543	SRX20732906	SAMN35813607	GSM7500388	GSM7500388	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	183906194	16735463654	Illumina NovaSeq 6000 sequencing: GSM7500388: hbca_c79,P56,replicate_1,right,6hr_digestion Homo sapiens RNA-Seq	hbca_c79,P56,replicate_1,right,6hr_digestion
SRR24975546	SRX20732905	SAMN35813608	GSM7500387	GSM7500387	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	173589366	15796632306	Illumina NovaSeq 6000 sequencing: GSM7500387: hbca_c78,P56,replicate_1,left,6hr_digestion Homo sapiens RNA-Seq	hbca_c78,P56,replicate_1,left,6hr_digestion
SRR24975547	SRX20732904	SAMN35813609	GSM7500386	GSM7500386	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	207063738	18842800158	Illumina NovaSeq 6000 sequencing: GSM7500386: hbca_c77,P55,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c77,P55,replicate_1,right,3hr_digestion
SRR24975554	SRX20732901	SAMN35813612	GSM7500383	GSM7500383	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	197133123	17939114193	Illumina NovaSeq 6000 sequencing: GSM7500383: hbca_c74,P54,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c74,P54,replicate_1,left,3hr_digestion
SRR24975557	SRX20732899	SAMN35813614	GSM7500381	GSM7500381	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	186439511	16965995501	Illumina NovaSeq 6000 sequencing: GSM7500381: hbca_c72,P53,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c72,P53,replicate_1,left,3hr_digestion
SRR24975560	SRX20732897	SAMN35813616	GSM7500379	GSM7500379	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	198468723	18060653793	Illumina NovaSeq 6000 sequencing: GSM7500379: hbca_c70,P52,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c70,P52,replicate_1,left,3hr_digestion
SRR24975563	SRX20732896	SAMN35813617	GSM7500378	GSM7500378	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	227204712	20675628792	Illumina NovaSeq 6000 sequencing: GSM7500378: hbca_c68,P51,replicate_2,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c68,P51,replicate_2,right,3hr_digestion
SRR24975566	SRX20732894	SAMN35813619	GSM7500376	GSM7500376	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	241718159	21996352469	Illumina NovaSeq 6000 sequencing: GSM7500376: hbca_c66,P51,replicate_2,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c66,P51,replicate_2,left,3hr_digestion
SRR24975574	SRX20732892	SAMN35813470	GSM7500525	GSM7500525	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	123495155	11238059105	Illumina NovaSeq 6000 sequencing: GSM7500525: hbca_c162,P121,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c162,P121,replicate_1,contra,3hr_digestion
SRR24975576	SRX20732892	SAMN35813470	GSM7500525	GSM7500525	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	79071682	7195523062	Illumina NovaSeq 6000 sequencing: GSM7500525: hbca_c162,P121,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c162,P121,replicate_1,contra,3hr_digestion
SRR24975579	SRX20732900	SAMN35813620	GSM7500375	GSM7500375	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	212949480	19378402680	Illumina NovaSeq 6000 sequencing: GSM7500375: hbca_c67,P51,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c67,P51,replicate_1,left,3hr_digestion
SRR24975581	SRX20732891	SAMN35813533	GSM7500462	GSM7500462	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	109719834	9984504894	Illumina NovaSeq 6000 sequencing: GSM7500462: hbca_c153,P112,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c153,P112,replicate_1,left,3hr_digestion
SRR24975583	SRX20732891	SAMN35813533	GSM7500462	GSM7500462	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	109563393	9970268763	Illumina NovaSeq 6000 sequencing: GSM7500462: hbca_c153,P112,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c153,P112,replicate_1,left,3hr_digestion
SRR24975584	SRX20733034	SAMN35813471	GSM7500524	GSM7500524	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	119109212	10838938292	Illumina NovaSeq 6000 sequencing: GSM7500524: hbca_c156,P115,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c156,P115,replicate_1,contra,3hr_digestion
SRR24975590	SRX20733034	SAMN35813471	GSM7500524	GSM7500524	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	115465578	10507367598	Illumina NovaSeq 6000 sequencing: GSM7500524: hbca_c156,P115,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c156,P115,replicate_1,contra,3hr_digestion
SRR24975593	SRX20732890	SAMN35813538	GSM7500457	GSM7500457	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	107207019	9755838729	Illumina NovaSeq 6000 sequencing: GSM7500457: hbca_c148,P107,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c148,P107,replicate_1,right,3hr_digestion
SRR24975595	SRX20732890	SAMN35813538	GSM7500457	GSM7500457	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	106994813	9736527983	Illumina NovaSeq 6000 sequencing: GSM7500457: hbca_c148,P107,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c148,P107,replicate_1,right,3hr_digestion
SRR24975598	SRX20732889	SAMN35813534	GSM7500461	GSM7500461	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	102512524	9328639684	Illumina NovaSeq 6000 sequencing: GSM7500461: hbca_c152,P111,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c152,P111,replicate_1,left,3hr_digestion
SRR24975603	SRX20732888	SAMN35813535	GSM7500460	GSM7500460	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	103733198	9439721018	Illumina NovaSeq 6000 sequencing: GSM7500460: hbca_c151,P110,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c151,P110,replicate_1,left,3hr_digestion
SRR24975606	SRX20732887	SAMN35813536	GSM7500459	GSM7500459	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	95175209	8660944019	Illumina NovaSeq 6000 sequencing: GSM7500459: hbca_c150,P109,replicate_1,right,4hr_digestion Homo sapiens RNA-Seq	hbca_c150,P109,replicate_1,right,4hr_digestion
SRR24975608	SRX20732886	SAMN35813537	GSM7500458	GSM7500458	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	106928271	9730472661	Illumina NovaSeq 6000 sequencing: GSM7500458: hbca_c149,P108,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c149,P108,replicate_1,right,3hr_digestion
SRR24975613	SRX20732885	SAMN35813542	GSM7500453	GSM7500453	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	106501235	9691612385	Illumina NovaSeq 6000 sequencing: GSM7500453: hbca_c144,P103,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c144,P103,replicate_1,right,3hr_digestion
SRR24975618	SRX20732884	SAMN35813539	GSM7500456	GSM7500456	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	112461007	10233951637	Illumina NovaSeq 6000 sequencing: GSM7500456: hbca_c147,P106,replicate_1,right,3hr_digestion Homo sapiens RNA-Seq	hbca_c147,P106,replicate_1,right,3hr_digestion
SRR24975622	SRX20732883	SAMN35813540	GSM7500455	GSM7500455	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	106934904	9731076264	Illumina NovaSeq 6000 sequencing: GSM7500455: hbca_c146,P105,replicate_1,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c146,P105,replicate_1,left,3hr_digestion
SRR24975626	SRX20732996	SAMN35813541	GSM7500454	GSM7500454	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	100541785	9149302435	Illumina NovaSeq 6000 sequencing: GSM7500454: hbca_c145,P104,replicate_1,right,2hr_digstion Homo sapiens RNA-Seq	hbca_c145,P104,replicate_1,right,2hr_digstion
SRR24975630	SRX20732881	SAMN35813623	GSM7500372	GSM7500372	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	192352198	17504050018	Illumina NovaSeq 6000 sequencing: GSM7500372: hbca_c63,P50,replicate_2,left,3hr_digestion Homo sapiens RNA-Seq	hbca_c63,P50,replicate_2,left,3hr_digestion
SRR24975635	SRX20732878	SAMN35813626	GSM7500369	GSM7500369	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	189842664	17275682424	Illumina NovaSeq 6000 sequencing: GSM7500369: hbca_c61,P49,replicate_1,right,4hr_digestion Homo sapiens RNA-Seq	hbca_c61,P49,replicate_1,right,4hr_digestion
SRR24975638	SRX20732877	SAMN35813627	GSM7500368	GSM7500368	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	203683933	18535237903	Illumina NovaSeq 6000 sequencing: GSM7500368: hbca_c60,P49,replicate_1,left,4hr_digestion Homo sapiens RNA-Seq	hbca_c60,P49,replicate_1,left,4hr_digestion
SRR24975642	SRX20732874	SAMN35813635	GSM7500360	GSM7500360	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	234533715	21342568065	Illumina NovaSeq 6000 sequencing: GSM7500360: hbca_c51,P44,replicate_1,right,overnight_digestion Homo sapiens RNA-Seq	hbca_c51,P44,replicate_1,right,overnight_digestion
SRR24975643	SRX20732875	SAMN35813636	GSM7500359	GSM7500359	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	219816404	20003292764	Illumina NovaSeq 6000 sequencing: GSM7500359: hbca_c50,P44,replicate_1,left,overnight_digestion Homo sapiens RNA-Seq	hbca_c50,P44,replicate_1,left,overnight_digestion
SRR24975654	SRX20732868	SAMN35813629	GSM7500366	GSM7500366	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	183928382	16737482762	Illumina NovaSeq 6000 sequencing: GSM7500366: hbca_c57,P48,replicate_1,left,2hr_digstion Homo sapiens RNA-Seq	hbca_c57,P48,replicate_1,left,2hr_digstion
SRR24975660	SRX20733031	SAMN35813472	GSM7500523	GSM7500523	RNA-Seq	Illumina NovaSeq 6000	ILLUMINA	42772006	3892252546	Illumina NovaSeq 6000 sequencing: GSM7500523: hbca_c160,P119,replicate_1,contra,3hr_digestion Homo sapiens RNA-Seq	hbca_c160,P119,replicate_1,contra,3hr_digestion
